row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN59905_c0_g1,16.99932897,7.556328168,3.552082384,2.127295302,0.033395555,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13045_c0_g4,17.95772651,7.634779241,3.550924418,2.150082159,0.031548717,NA,Hsp90 protein,Heat shock protein
TRINITY_DN35315_c0_g1,18.27427864,7.660641938,3.543123093,2.162115664,0.030609262,NA,Hsp90 protein,Heat shock protein
TRINITY_DN52602_c0_g1,18.27427864,7.660641938,3.543123093,2.162115664,0.030609262,NA,Hsp90 protein,Heat shock protein
TRINITY_DN551_c0_g1,18.94251756,7.711908531,3.04242927,2.534786464,0.011251589,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN711967_c0_g1,19.12381264,7.725562512,3.543668133,2.180103278,0.029249807,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN8023_c0_g3,19.19122495,7.73062249,3.101508007,2.492536686,0.012683423,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1089_c0_g1,19.87538647,7.781264635,3.03782116,2.561462385,0.010423253,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN181468_c0_g1,20.75633323,7.843765675,3.535179592,2.218774314,0.026502082,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN2512_c4_g1,20.76178492,7.844526819,2.999716952,2.615089005,0.008920421,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN55029_c0_g1,21.54455528,7.898187326,3.13679688,2.517914812,0.011805187,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6873_c0_g1,22.40979566,7.95459535,2.989405405,2.660928938,0.00779254,NA,Hsp90 protein,Heat shock protein
TRINITY_DN3481_c1_g1,23.32172273,8.011917031,3.524829823,2.272993998,0.023026542,NA,Hsp90 protein,Heat shock protein
TRINITY_DN307098_c0_g1,23.79906056,8.041658236,3.517529367,2.286166624,0.022244513,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1101_c2_g2,67.6199974,8.056286498,3.29423244,2.445573178,0.01446221,0.124375003,Hsp70 protein,Heat shock protein
TRINITY_DN28127_c0_g1,24.23910149,8.067585826,3.057675151,2.638470546,0.008328093,NA,Hsp70 protein,Heat shock protein
TRINITY_DN892195_c0_g1,24.7210261,8.095994084,3.520356303,2.299765532,0.021461507,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1192666_c0_g1,26.77394313,8.211554844,3.509253263,2.339972133,0.019285179,NA,Hsp70 protein,Heat shock protein
TRINITY_DN22996_c0_g1,27.47861404,8.24898057,2.978798017,2.769231255,0.005618874,NA,Hsp70 protein,Heat shock protein
TRINITY_DN6615_c0_g1,29.53633408,8.353194236,3.503621736,2.384159839,0.017118165,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14659_c1_g1,31.25110846,8.434208599,3.506516893,2.405295299,0.016159402,NA,Hsp70 protein,Heat shock protein
TRINITY_DN17179_c0_g2,36.97354051,8.677152906,3.494507707,2.483083065,0.013025071,0.114887807,Hsp70 protein,Heat shock protein
TRINITY_DN615905_c0_g1,58.86017656,9.347882612,3.488596297,2.679554129,0.007372028,0.089270477,Universal stress protein family,Stress
TRINITY_DN2449_c3_g1,59.710143,9.368565016,3.488632595,2.685454762,0.007243118,0.089270477,Hsp70 protein,Heat shock protein
TRINITY_DN12263_c0_g3,149.2382999,10.68998572,3.251630081,3.287577446,0.001010534,0.021726479,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN10232_c3_g2,9.625785334,-6.876091739,3.662176039,-1.877597271,0.060436279,NA,Hsp70 protein,Heat shock protein
TRINITY_DN189347_c0_g1,9.625785334,-6.876091739,3.662176039,-1.877597271,0.060436279,NA,Hsp70 protein,Heat shock protein
TRINITY_DN52436_c0_g1,9.625785334,-6.876091739,3.662176039,-1.877597271,0.060436279,NA,Hsp70 protein,Heat shock protein
TRINITY_DN67225_c0_g1,9.625785334,-6.876091739,3.662176039,-1.877597271,0.060436279,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN7876_c0_g4,6.219715875,-6.246460757,3.327813152,-1.877046719,0.060511691,NA,Hsp70 protein,Heat shock protein
TRINITY_DN31886_c0_g3,32.70429009,5.965561287,3.18047386,1.875683168,0.060698798,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN22791_c0_g1,26.96585537,5.225246066,2.787527997,1.874508909,0.060860315,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN100053_c0_g1,11.57391773,5.488908974,2.930094919,1.873287087,0.061028752,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN16046_c0_g1,6.707226743,-6.35455779,3.397237268,-1.8705075,0.061413376,NA,Hsp90 protein,Heat shock protein
TRINITY_DN627634_c0_g1,10.261558,6.827219774,3.650547698,1.870190541,0.061457363,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN37291_c0_g1,6.195679101,-6.242000663,3.346988484,-1.864960305,0.062186968,NA,Hsp90 protein,Heat shock protein
TRINITY_DN34930_c0_g1,6.618220286,6.19447474,3.323292795,1.863956961,0.062327749,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN397180_c1_g1,6.540553285,6.178472514,3.316139259,1.863152308,0.062440841,NA,Hsp70 protein,Heat shock protein
TRINITY_DN42454_c0_g1,9.365628973,-6.836545617,3.66954249,-1.863051221,0.06245506,NA,Hsp90 protein,Heat shock protein
TRINITY_DN166410_c0_g1,9.269481878,-6.823262162,3.665273465,-1.86159702,0.062659914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6154_c0_g1,6.418651069,-6.291159841,3.383334639,-1.859455393,0.062962616,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4874_c1_g1,6.049199994,-6.20708967,3.339106052,-1.858907616,0.063040234,NA,Hsp70 protein,Heat shock protein
TRINITY_DN28414_c0_g5,6.167259788,-6.235486359,3.35876269,-1.856483156,0.063384722,NA,Hsp70 protein,Heat shock protein
TRINITY_DN33111_c0_g1,6.167259788,-6.235486359,3.35876269,-1.856483156,0.063384722,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13006_c4_g1,23.32884464,4.470016277,2.410794223,1.854167491,0.063715201,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN18319_c2_g1,9.037744831,-6.786753395,3.672369598,-1.848058376,0.064593898,NA,Hsp70 protein,Heat shock protein
TRINITY_DN312923_c0_g1,9.037744831,-6.786753395,3.672369598,-1.848058376,0.064593898,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN297625_c0_g1,9.105472613,-6.795885207,3.677354659,-1.848036384,0.06459708,NA,Hsp90 protein,Heat shock protein
TRINITY_DN45645_c0_g1,9.105472613,-6.795885207,3.677354659,-1.848036384,0.06459708,NA,Hsp90 protein,Heat shock protein
TRINITY_DN553656_c0_g1,9.105472613,-6.795885207,3.677354659,-1.848036384,0.06459708,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN5574_c0_g1,9.105472613,-6.795885207,3.677354659,-1.848036384,0.06459708,NA,Hsp70 protein,Heat shock protein
TRINITY_DN755262_c0_g1,9.774614157,6.758180733,3.657123086,1.847950034,0.064609571,NA,Hsp70 protein,Heat shock protein
TRINITY_DN59825_c0_g1,5.992361368,-6.193725385,3.352376167,-1.847562767,0.06466562,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN320826_c0_g1,9.795123548,6.760084534,3.662278099,1.845868706,0.064911272,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN287681_c0_g1,6.343551829,6.133465741,3.325981747,1.844106856,0.065167569,NA,Universal stress protein family,Stress
TRINITY_DN70867_c0_g1,5.874301574,-6.164455324,3.348281661,-1.841080276,0.065609796,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2679_c0_g1,103.6364907,-4.09393428,2.225416374,-1.839626205,0.065823134,0.419317745,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN48529_c0_g1,10.35527851,-5.47553685,2.986378686,-1.833503861,0.066727675,NA,Hsp70 protein,Heat shock protein
TRINITY_DN593_c0_g1,8.845316252,-6.754045797,3.685651264,-1.83252438,0.066873333,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN39425_c0_g1,6.46790552,6.16108237,3.384895916,1.820168928,0.068733283,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN30054_c0_g1,5.699403154,-6.120508354,3.364979521,-1.81888428,0.068929087,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN3947_c0_g1,10.76817973,5.443555011,3.010473618,1.808205519,0.07057452,NA,Hsp70 protein,Heat shock protein
TRINITY_DN216698_c0_g1,9.095471866,6.653134529,3.682281686,1.806796736,0.070793978,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN18354_c1_g1,28.07014018,-4.871436335,2.701512287,-1.803225681,0.071352779,NA,Hsp70 protein,Heat shock protein
TRINITY_DN16803_c0_g1,25.18128869,-5.739229088,3.18696666,-1.80084378,0.071727506,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10353_c0_g2,8.325003532,-6.666541694,3.703876045,-1.799882505,0.071879193,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN33583_c0_g1,8.325003532,-6.666541694,3.703876045,-1.799882505,0.071879193,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN39531_c0_g1,8.325003532,-6.666541694,3.703876045,-1.799882505,0.071879193,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101995_c1_g3,8.924647709,6.626979923,3.681986214,1.799838331,0.07188617,NA,RNA helicase (UPF2 interacting domain),RNA helicase
TRINITY_DN78318_c0_g1,5.528887274,-6.077541318,3.386513727,-1.794630646,0.072712567,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN82664_c0_g1,10.98836504,5.41119746,3.017971921,1.79299132,0.072974312,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN188878_c0_g1,5.552924048,-6.082439941,3.396946615,-1.790560945,0.073363779,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1347934_c0_g1,8.110796643,-6.630709817,3.705018471,-1.789656346,0.073509174,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1359980_c0_g1,8.110796643,-6.630709817,3.705018471,-1.789656346,0.073509174,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4207_c2_g1,8.110796643,-6.630709817,3.705018471,-1.789656346,0.073509174,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN112081_c0_g1,8.064847171,-6.620715814,3.713907217,-1.782682072,0.074638071,NA,Hsp70 protein,Heat shock protein
TRINITY_DN328329_c0_g1,8.064847171,-6.620715814,3.713907217,-1.782682072,0.074638071,NA,Hsp70 protein,Heat shock protein
TRINITY_DN29345_c0_g1,102.8354756,5.589996216,3.13645332,1.782266671,0.074705755,0.461885564,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN26541_c1_g1,5.711312452,5.982736877,3.36545649,1.777689563,0.075454855,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4626_c3_g2,5.840901603,6.015471367,3.38445398,1.777383118,0.075505227,NA,Hsp70 protein,Heat shock protein
TRINITY_DN733118_c0_g1,5.840901603,6.015471367,3.38445398,1.777383118,0.075505227,NA,Hsp70 protein,Heat shock protein
TRINITY_DN160223_c0_g1,22.12802291,4.787885204,2.694636762,1.776820264,0.075597817,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1111393_c0_g1,7.879059596,-6.58891062,3.714430737,-1.773868215,0.076084951,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN115656_c0_g4,7.879059596,-6.58891062,3.714430737,-1.773868215,0.076084951,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1366223_c0_g1,7.879059596,-6.58891062,3.714430737,-1.773868215,0.076084951,NA,Hsp70 protein,Heat shock protein
TRINITY_DN22689_c0_g1,7.879059596,-6.58891062,3.714430737,-1.773868215,0.076084951,NA,Hsp90 protein,Heat shock protein
TRINITY_DN585146_c0_g1,7.879059596,-6.58891062,3.714430737,-1.773868215,0.076084951,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN213_c0_g1,1222.875024,-4.387197093,2.473767475,-1.773488065,0.076147868,0.461885564,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN2478_c1_g1,74.32471309,5.548023379,3.132415777,1.771164422,0.076533364,0.461885564,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN359769_c0_g1,5.643900146,5.964918434,3.373742811,1.768041836,0.07705391,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14146_c1_g4,5.602448916,5.954466285,3.370934253,1.766414245,0.077326377,NA,Hsp70 protein,Heat shock protein
TRINITY_DN37227_c1_g1,5.602448916,5.954466285,3.370934253,1.766414245,0.077326377,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN44941_c0_g1,7.804690811,-6.573386758,3.724630594,-1.764842604,0.077590222,NA,Hsp70 protein,Heat shock protein
TRINITY_DN40326_c0_g1,8.287172873,6.52010208,3.704164289,1.760208666,0.078372433,NA,Hsp70 protein,Heat shock protein
TRINITY_DN47642_c0_g1,5.23592906,-5.997949623,3.410435851,-1.758704718,0.078627676,NA,Hsp70 protein,Heat shock protein
TRINITY_DN596712_c0_g1,9.544935985,5.264401235,2.996023941,1.757129228,0.078895785,NA,Hsp70 protein,Heat shock protein
TRINITY_DN16466_c0_g1,22.93195409,-4.279933145,2.438723134,-1.754989357,0.079261128,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1184636_c0_g1,8.162602957,6.496961398,3.71458499,1.749040987,0.080283935,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN847764_c0_g1,8.162602957,6.496961398,3.71458499,1.749040987,0.080283935,NA,Hsp90 protein,Heat shock protein
TRINITY_DN286301_c0_g1,5.122251807,-5.966922888,3.41546025,-1.747033328,0.080631557,NA,Hsp70 protein,Heat shock protein
TRINITY_DN393395_c0_g1,7.544534451,-6.524453062,3.736115833,-1.746319802,0.080755397,NA,Hsp70 protein,Heat shock protein
TRINITY_DN126120_c0_g1,5.211892286,-5.99279907,3.441097316,-1.741537225,0.081589454,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN18138_c3_g1,7.415585502,-6.50149235,3.735074719,-1.740659247,0.081743326,NA,Hsp70 protein,Heat shock protein
TRINITY_DN86515_c0_g1,10.94598627,-4.558496131,2.625166726,-1.736459664,0.08248259,NA,Schlafen group 3 DNA/RNA helicase domain,RNA helicase
TRINITY_DN24566_c0_g1,9.366099146,5.174759416,2.981562995,1.735586142,0.082637038,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1059344_c0_g1,5.327780458,5.882184881,3.393389053,1.733424841,0.083020185,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1021140_c0_g1,5.032611327,-5.940533538,3.441254768,-1.726269614,0.084298919,NA,Hsp70 protein,Heat shock protein
TRINITY_DN706179_c0_g1,4.9757727,-5.924472334,3.435039772,-1.724717245,0.084578442,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1861_c0_g3,4.947353386,-5.916378311,3.434854243,-1.722453965,0.084987315,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2065_c0_g3,31.83568617,-4.576275473,2.664226303,-1.717675209,0.085855874,NA,Hsp90 protein,Heat shock protein
TRINITY_DN41669_c1_g1,7.696168502,6.412041735,3.733794078,1.717299241,0.085924511,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1098289_c0_g1,7.649698036,6.404666839,3.73019062,1.716981112,0.085982623,NA,Universal stress protein family,Stress
TRINITY_DN5771_c0_g1,5.15505366,-5.977273325,3.491021394,-1.712184673,0.086862641,NA,Hsp70 protein,Heat shock protein
TRINITY_DN17653_c0_g1,13.406217,5.767199316,3.369674477,1.71150043,0.086988772,NA,Hsp70 protein,Heat shock protein
TRINITY_DN26443_c0_g2,12.72072252,-5.773088888,3.378649622,-1.708697123,0.087507067,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN569342_c0_g1,7.02422173,-6.421305843,3.761699962,-1.707022332,0.087817902,NA,ATP-dependent RNA helicase RhlB,RNA helicase
TRINITY_DN59951_c4_g1,7.02422173,-6.421305843,3.761699962,-1.707022332,0.087817902,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN714046_c0_g1,7.02422173,-6.421305843,3.761699962,-1.707022332,0.087817902,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN73604_c0_g1,7.02422173,-6.421305843,3.761699962,-1.707022332,0.087817902,NA,Hsp70 protein,Heat shock protein
TRINITY_DN49850_c0_g1,69.59888765,-5.316228729,3.114833633,-1.706745642,0.08786934,0.520396326,Heat shock protein 9/12,Heat shock protein
TRINITY_DN1142673_c0_g1,6.952111408,-6.408432401,3.75853614,-1.705034131,0.088188059,NA,Hsp70 protein,Heat shock protein
TRINITY_DN23064_c0_g1,6.952111408,-6.408432401,3.75853614,-1.705034131,0.088188059,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN23455_c1_g1,7.437206424,6.364039852,3.739887699,1.70166603,0.088817992,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1309107_c0_g1,47.21376192,-5.308390833,3.123784687,-1.699345942,0.089254021,0.520396326,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN47704_c1_g4,20.4984742,-5.435985508,3.201364712,-1.698021312,0.08950374,NA,Hsp90 protein,Heat shock protein
TRINITY_DN224_c4_g1,5.353741533,5.890095882,3.480057141,1.692528497,0.090545251,NA,Hsp70 protein,Heat shock protein
TRINITY_DN5400_c1_g1,4.829293593,-5.880734164,3.482515429,-1.688645545,0.091287377,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1394227_c0_g1,6.720374361,-6.359549312,3.771499205,-1.686212555,0.091754866,NA,Heat induced stress protein YflT domain,Stress
TRINITY_DN10914_c0_g1,6.76406537,-6.366829049,3.775992994,-1.686133703,0.09177005,NA,Hsp70 protein,Heat shock protein
TRINITY_DN781459_c0_g1,7.224714812,6.322235564,3.750168456,1.685853753,0.091823971,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN18455_c1_g1,4.923316613,-5.910941862,3.511691278,-1.683217969,0.092332903,NA,Hsp70 protein,Heat shock protein
TRINITY_DN50668_c0_g2,4.985699695,5.785888335,3.440638481,1.681632164,0.09264019,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN264540_c0_g1,4.96497408,5.779987903,3.437279359,1.68155896,0.092654394,NA,Replication stress response SDE2 C-terminal,Stress
TRINITY_DN5386_c3_g1,44.77702518,-4.764372903,2.833584764,-1.68139417,0.092686377,0.531401896,Heat shock protein 9/12,Heat shock protein
TRINITY_DN18420_c0_g1,5.00642531,5.79176699,3.446168822,1.680639368,0.092832984,NA,Hsp70 protein,Heat shock protein
TRINITY_DN78755_c0_g1,5.027150925,5.797624611,3.453936775,1.678555512,0.093238703,NA,Hsp70 protein,Heat shock protein
TRINITY_DN61457_c0_g1,4.630358399,-5.821305515,3.469871947,-1.677671569,0.093411233,NA,Universal stress protein family,Stress
TRINITY_DN705936_c0_g1,4.630358399,-5.821305515,3.469871947,-1.677671569,0.093411233,NA,Universal stress protein family,Stress
TRINITY_DN199459_c0_g1,4.902797234,5.762149224,3.43617704,1.676906969,0.093560675,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN83726_c0_g1,5.047876541,5.803462018,3.465103937,1.674830574,0.093967478,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN23919_c0_g1,4.601939086,-5.812620732,3.475985459,-1.672222396,0.094480476,NA,Hsp90 protein,Heat shock protein
TRINITY_DN9656_c0_g1,4.601939086,-5.812620732,3.475985459,-1.672222396,0.094480476,NA,Hsp70 protein,Heat shock protein
TRINITY_DN33537_c0_g1,6.488637314,-6.308951076,3.785396749,-1.666655174,0.095582991,NA,Hsp90 protein,Heat shock protein
TRINITY_DN81520_c0_g1,6.488637314,-6.308951076,3.785396749,-1.666655174,0.095582991,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7427_c4_g1,6.99651682,6.274486257,3.767542742,1.665405461,0.095831891,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18544_c0_g1,6.503909009,-6.310214823,3.791440773,-1.664331635,0.096046174,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1955_c2_g1,6.503909009,-6.310214823,3.791440773,-1.664331635,0.096046174,NA,Hsp90 protein,Heat shock protein
TRINITY_DN17626_c0_g1,32.60072819,4.480652889,2.69422259,1.663059655,0.096300495,NA,Hsp70 protein,Heat shock protein
TRINITY_DN53473_c0_g1,8.430771999,5.081962725,3.058148642,1.661777539,0.096557387,NA,Hsp70 protein,Heat shock protein
TRINITY_DN367895_c0_g1,4.949483924,5.776765627,3.4869068,1.656702045,0.097579729,NA,Hsp70 protein,Heat shock protein
TRINITY_DN16227_c0_g1,4.540717919,-5.792020835,3.501007947,-1.654386657,0.098048976,NA,Hsp70 protein,Heat shock protein
TRINITY_DN25413_c0_g1,24.57185999,-5.221040663,3.156214798,-1.654209551,0.098084943,NA,Hsp70 protein,Heat shock protein
TRINITY_DN645445_c0_g1,4.483879293,-5.774229748,3.49320036,-1.652991284,0.098332637,NA,Hsp70 protein,Heat shock protein
TRINITY_DN953136_c0_g1,6.799731588,6.234806643,3.772692431,1.652614613,0.098409322,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN15455_c2_g1,4.455459979,-5.76525676,3.493024586,-1.650505634,0.098839562,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1262741_c0_g1,4.773208083,5.722957761,3.469178548,1.649657889,0.099012928,NA,Replication stress response SDE2 C-terminal,Stress
